name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,10,544822374,,yes,,,,"POLYGON ((-111.9432333 33.4262413, -111.942981 33.426238, -111.9429906 33.4257204, -111.94302 33.4256764, -111.9430699 33.4256543, -111.9431462 33.425647, -111.9432166 33.4256764, -111.943243 33.4257229, -111.9432333 33.4262413))","POINT (-111.94311261860572 33.425953141572435)",,1
,11,552634954,,,fountain,,,"POLYGON ((-111.9333338 33.4167801, -111.933323 33.4167811, -111.9333125 33.416779, -111.9333034 33.4167742, -111.9332967 33.4167671, -111.9332931 33.4167586, -111.9332931 33.4167496, -111.9332967 33.416741, -111.9333034 33.416734, -111.9333122 33.4167293, -111.9333224 33.4167271, -111.9333328 33.4167278, -111.9333425 33.4167313, -111.9333503 33.4167371, -111.9333555 33.4167447, -111.9333575 33.4167532, -111.9333561 33.4167619, -111.9333513 33.41677, -111.9333436 33.4167763, -111.9333338 33.4167801))","POINT (-111.93332508944837 33.41675407631622)",,1
,12,588272041,,apartments,,,,"POLYGON ((-111.9169156 33.4190827, -111.9169189 33.4189408, -111.9167393 33.4189379, -111.916736 33.4190798, -111.9169156 33.4190827))","POINT (-111.91682745 33.4190103)",,1
,13,588582605,,,parking,,,"POLYGON ((-111.9178685 33.4213642, -111.9181563 33.4213644, -111.9181564 33.4211887, -111.9178687 33.4211886, -111.9178685 33.4213642))","POINT (-111.91801248864022 33.42127648009834)",,1
McDonald's,14,591997992,,yes,fast_food,,,"POLYGON ((-111.9102795 33.4215831, -111.9102796 33.4215516, -111.9103094 33.4215517, -111.9103096 33.4215123, -111.9102802 33.4215122, -111.9102812 33.4213238, -111.910174 33.4213233, -111.9101726 33.4215641, -111.9101947 33.4215642, -111.9101946 33.4215828, -111.9102795 33.4215831))","POINT (-111.91023023282604 33.42145467352252)",,1
First Watch,15,634360030,,retail,restaurant,,,"POLYGON ((-111.9415959 33.4217253, -111.9416199 33.4217253, -111.94162 33.4217461, -111.9416809 33.4217459, -111.9416808 33.4217251, -111.9417321 33.421725, -111.9417319 33.4216542, -111.9417274 33.4216542, -111.9417268 33.4214612, -111.9416845 33.4214613, -111.9416845 33.4214592, -111.9416649 33.4214592, -111.9416648 33.421419, -111.941595 33.4214192, -111.9415954 33.4215694, -111.9415959 33.4217253))","POINT (-111.94165920474475 33.42158699436917)",,1
,16,712722134,,yes,,,,"POLYGON ((-111.9088237 33.4255302, -111.9088249 33.4255919, -111.9080853 33.4256012, -111.9080841 33.4255396, -111.9088237 33.4255302))","POINT (-111.90845459994809 33.42556572372294)",,1
,17,765384848,,yes,,,,"POLYGON ((-111.9049132 33.4201317, -111.9048077 33.42013, -111.904807 33.4201592, -111.9047456 33.4201582, -111.9047463 33.4201257, -111.9047123 33.4201252, -111.904716 33.4199671, -111.9046892 33.4199667, -111.9046899 33.4199367, -111.9047089 33.419937, -111.9047093 33.4199178, -111.9049204 33.4199211, -111.9049193 33.4199677, -111.9048974 33.4199673, -111.9048968 33.4199929, -111.9049163 33.4199932, -111.9049132 33.4201317))","POINT (-111.90481066711492 33.42002799921158)",,1
,18,807421343,,carport,,,,"POLYGON ((-111.9378757 33.4061879, -111.9377436 33.4061891, -111.9377449 33.4064908, -111.9377583 33.4064981, -111.9378629 33.4064981, -111.9378784 33.4064913, -111.9378757 33.4061879))","POINT (-111.93781071025684 33.40634319855558)",,1
,19,807942236,,,parking,,,"POLYGON ((-111.9260256 33.4077247, -111.9260259 33.4076773, -111.9257476 33.4076769, -111.9257471 33.4077272, -111.925748 33.4077914, -111.9256783 33.4077919, -111.9256818 33.4078456, -111.9259198 33.4078427, -111.92592 33.4077948, -111.9260273 33.4077938, -111.9260295 33.4079106, -111.926078 33.4079105, -111.9260783 33.4077248, -111.9260256 33.4077247))","POINT (-111.92589550271374 33.407768300461605)",,1
,20,809725134,,apartments,,,,"POLYGON ((-111.9283715 33.4063968, -111.9280969 33.4063976, -111.9280962 33.4062307, -111.9282021 33.4062304, -111.9282024 33.4063036, -111.9283712 33.4063031, -111.9283715 33.4063968))","POINT (-111.92821441350817 33.40633108896753)",,1
,21,816364095,,terrace,,,,"POLYGON ((-111.9304897 33.4070713, -111.9304904 33.4071311, -111.9305286 33.4071308, -111.9305304 33.4072741, -111.93045 33.4072748, -111.9304475 33.4070717, -111.9304897 33.4070713))","POINT (-111.93048565353709 33.40718458220096)",,1
T-Mobile,22,870984051,,yes,,,,"POLYGON ((-111.903089 33.4325187, -111.9031493 33.4324853, -111.9031596 33.4324982, -111.9033529 33.4323901, -111.9032714 33.4322882, -111.9030083 33.4324346, -111.9030476 33.4324829, -111.9030376 33.4324885, -111.9030557 33.4325109, -111.9030747 33.4325003, -111.903089 33.4325187))","POINT (-111.90318240419734 33.432409115771364)",,1
,23,872128675,,yes,,,,"POLYGON ((-111.8998288 33.427231, -111.899829 33.4274271, -111.9001421 33.4274268, -111.900181 33.4273934, -111.9001421 33.4273619, -111.9001825 33.4273272, -111.9001429 33.427295, -111.9001818 33.4272616, -111.9001436 33.4272307, -111.9000794 33.4272308, -111.8998288 33.427231))","POINT (-111.899995734524 33.42732879679072)",,1
,24,895311774,,yes,,,,"POLYGON ((-111.904394 33.406226, -111.904512 33.406226, -111.904512 33.406079, -111.904394 33.406079, -111.904394 33.406226))","POINT (-111.90445300000002 33.40615249999999)",,1
,25,895311814,,yes,,,,"POLYGON ((-111.903664 33.407254, -111.903278 33.407254, -111.903278 33.407339, -111.903664 33.407339, -111.903664 33.407254))","POINT (-111.903471 33.4072965)",,1
,26,895314316,,yes,,,,"POLYGON ((-111.905486 33.416613, -111.905593 33.416613, -111.905593 33.416443, -111.905486 33.416443, -111.905486 33.416613))","POINT (-111.90553949999999 33.416528)",,1
,27,895314356,,yes,,,,"POLYGON ((-111.901733 33.417045, -111.901618 33.417045, -111.901618 33.417139, -111.901733 33.417139, -111.901733 33.417045))","POINT (-111.90167549999998 33.41709199999999)",,1
,28,895332533,,yes,,,,"POLYGON ((-111.90065 33.415881, -111.900854 33.415881, -111.900854 33.415731, -111.90065 33.415731, -111.90065 33.415881))","POINT (-111.900752 33.415806)",,1
,29,895333023,,yes,,,,"POLYGON ((-111.898203 33.416071, -111.898351 33.416071, -111.898351 33.41593, -111.898203 33.41593, -111.898203 33.416071))","POINT (-111.898277 33.41600050000001)",,1
,30,895338035,,yes,,,,"POLYGON ((-111.906138 33.4266776, -111.9061338 33.4265421, -111.905839 33.4265477, -111.9058399 33.426683, -111.906138 33.4266776))","POINT (-111.90598772500658 33.42661272453184)",,1
,31,895339888,,yes,,,,"POLYGON ((-111.901752 33.423967, -111.901752 33.423884, -111.901546 33.423884, -111.901546 33.423967, -111.901752 33.423967))","POINT (-111.901649 33.423925499999996)",,1
,32,895718437,,yes,,,,"POLYGON ((-111.910542 33.410527, -111.910543 33.410627, -111.910544 33.410627, -111.910545 33.410721, -111.9108425 33.410731, -111.9108402 33.4107049, -111.9108828 33.4107036, -111.910888 33.410635, -111.910843 33.410635, -111.910843 33.41061, -111.910891 33.41061, -111.910891 33.410525, -111.910542 33.410527))","POINT (-111.910712549933 33.41062416938888)",,1
,33,895729000,,yes,,,,"POLYGON ((-111.91582 33.406058, -111.916013 33.406058, -111.916013 33.405861, -111.91582 33.405861, -111.91582 33.406058))","POINT (-111.9159165 33.4059595)",,1
,34,895734050,,yes,,,,"POLYGON ((-111.928628 33.40654, -111.928746 33.40654, -111.928746 33.406476, -111.928848 33.406475, -111.928847 33.406401, -111.928578 33.406402, -111.928578 33.406487, -111.928628 33.406487, -111.928628 33.40654))","POINT (-111.92870372545431 33.40645812680638)",,1
,35,895734705,,yes,,,,"POLYGON ((-111.933711 33.405931, -111.933547 33.405931, -111.933547 33.406049, -111.933587 33.406049, -111.933587 33.406101, -111.933711 33.406101, -111.933711 33.405931))","POINT (-111.93363399844962 33.40601124341085)",,1
,36,909501739,,no,,,,"POLYGON ((-111.9243171 33.4155356, -111.9241324 33.4155352, -111.9241324 33.4155256, -111.9240626 33.4155254, -111.9240632 33.41536, -111.9240814 33.41536, -111.9240817 33.4152547, -111.924065 33.4152546, -111.9240655 33.4151087, -111.9240147 33.4151086, -111.9240148 33.41509, -111.9242956 33.4150906, -111.9243682 33.4150908, -111.9243682 33.4151109, -111.9243184 33.4151108, -111.9243171 33.4155356))","POINT (-111.92419350027347 33.41530828330559)",,1
,37,938172456,,yes,,,,"POLYGON ((-111.946808 33.408897, -111.946808 33.409039, -111.946937 33.409039, -111.946937 33.408991, -111.946996 33.408991, -111.946996 33.408897, -111.946808 33.408897))","POINT (-111.9468943456252 33.408962422393564)",,1
,38,938172666,,yes,,,,"POLYGON ((-111.945389 33.410884, -111.945559 33.410886, -111.945561 33.410763, -111.945391 33.410761, -111.945389 33.410884))","POINT (-111.94547500000002 33.4108235)",,1
,39,938172783,,yes,,,,"POLYGON ((-111.946373 33.41188, -111.946236 33.41188, -111.946236 33.411981, -111.946373 33.411981, -111.946373 33.41188))","POINT (-111.94630450000001 33.4119305)",,1
,40,938173012,,yes,,,,"POLYGON ((-111.944461 33.413431, -111.944574 33.413431, -111.944574 33.413277, -111.944461 33.413277, -111.944461 33.413431))","POINT (-111.94451750000002 33.413354000000005)",,1
,41,938174165,,yes,,,,"POLYGON ((-111.945976 33.420407, -111.946132 33.420407, -111.946132 33.420309, -111.945976 33.420309, -111.945976 33.420407))","POINT (-111.946054 33.420358)",,1
,42,938174369,,yes,,,,"POLYGON ((-111.947588 33.420257, -111.947588 33.420148, -111.94747 33.420148, -111.94747 33.420257, -111.947588 33.420257))","POINT (-111.94752899999999 33.420202499999995)",,1
,43,938174929,,yes,,,,"POLYGON ((-111.94905 33.421529, -111.948443 33.421522, -111.948439 33.421741, -111.948562 33.421743, -111.948564 33.421642, -111.948642 33.421643, -111.948641 33.421709, -111.94879 33.421711, -111.94879 33.421685, -111.948863 33.421686, -111.948861 33.421797, -111.949046 33.421799, -111.94905 33.421529))","POINT (-111.94876771237556 33.42163525928764)",,1
,44,938175005,,yes,,,,"POLYGON ((-111.9503 33.418576, -111.9503 33.418666, -111.95037 33.418666, -111.95037 33.418697, -111.95049 33.418697, -111.95049 33.418576, -111.9503 33.418576))","POINT (-111.95040125360232 33.41863180979828)",,1
,45,938176412,,yes,,,,"POLYGON ((-111.941545 33.417369, -111.9414 33.417369, -111.9414 33.417481, -111.941545 33.417481, -111.941545 33.417369))","POINT (-111.94147250000002 33.417425)",,1
,46,938176641,,yes,,,,"POLYGON ((-111.941041 33.416843, -111.940829 33.416843, -111.940829 33.416899, -111.940896 33.416899, -111.940896 33.41694, -111.941041 33.41694, -111.941041 33.416843))","POINT (-111.94094617794802 33.41688718299938)",,1
,47,938177228,,yes,,,,"POLYGON ((-111.942626 33.42032, -111.942757 33.420319, -111.942756 33.420219, -111.942625 33.420219, -111.942626 33.42032))","POINT (-111.9426908913869 33.420269251050684)",,1
,48,938177480,,yes,,,,"POLYGON ((-111.941915 33.415726, -111.942127 33.415726, -111.942127 33.415659, -111.941915 33.415659, -111.941915 33.415726))","POINT (-111.94202100000001 33.4156925)",,1
,49,938177601,,yes,,,,"POLYGON ((-111.945592 33.415844, -111.945548 33.415843, -111.945549 33.415698, -111.945374 33.415697, -111.945373 33.415764, -111.945357 33.415764, -111.945356 33.415827, -111.945421 33.415827, -111.94542 33.415973, -111.945591 33.415973, -111.945592 33.415844))","POINT (-111.94548060004585 33.415833559628126)",,1
,50,938178036,,yes,,,,"POLYGON ((-111.948184 33.415023, -111.948184 33.415135, -111.948404 33.415135, -111.948404 33.415023, -111.948184 33.415023))","POINT (-111.94829399999999 33.415079)",,1
,51,938178188,,yes,,,,"POLYGON ((-111.951665 33.415742, -111.951751 33.415742, -111.951751 33.415657, -111.951665 33.415657, -111.951665 33.415742))","POINT (-111.95170800000001 33.4156995)",,1
,52,938178605,,yes,,,,"POLYGON ((-111.951302 33.414081, -111.951214 33.414081, -111.951214 33.414103, -111.951173 33.414103, -111.951172 33.414311, -111.951301 33.414312, -111.951302 33.414081))","POINT (-111.9512384340203 33.414199525339434)",,1
,53,938215434,,yes,,,,"POLYGON ((-111.952368 33.409283, -111.952524 33.409283, -111.952524 33.409148, -111.952475 33.409148, -111.952475 33.409124, -111.952368 33.409124, -111.952368 33.409283))","POINT (-111.95244333722702 33.40920685957339)",,1
,54,938216152,,yes,,,,"POLYGON ((-111.951775 33.408058, -111.951601 33.408058, -111.951601 33.408165, -111.951775 33.408165, -111.951775 33.408058))","POINT (-111.95168799999999 33.4081115)",,1
,55,938426935,,yes,,,,"POLYGON ((-111.946387 33.425301, -111.946467 33.425301, -111.946467 33.425187, -111.946497 33.425187, -111.946497 33.425109, -111.946387 33.425109, -111.946387 33.425301))","POINT (-111.94643427118643 33.42519746440678)",,1
,56,938427232,,yes,,,,"POLYGON ((-111.949342 33.427253, -111.949267 33.427253, -111.949267 33.427394, -111.949396 33.427394, -111.949396 33.427318, -111.949342 33.427318, -111.949342 33.427253))","POINT (-111.9493225331085 33.42733258645003)",,1
,57,938427646,,yes,,,,"POLYGON ((-111.946998 33.42591, -111.946998 33.426, -111.946894 33.426, -111.946894 33.426049, -111.947119 33.426049, -111.947119 33.42591, -111.946998 33.42591))","POINT (-111.94703233983572 33.4259899640657)",,1
,58,938427666,,yes,,,,"POLYGON ((-111.945603 33.425957, -111.945515 33.425957, -111.945515 33.426051, -111.945603 33.426051, -111.945603 33.425957))","POINT (-111.94555900000002 33.426004)",,1
,59,938428714,,yes,,,,"POLYGON ((-111.94702 33.427992, -111.946955 33.427992, -111.946955 33.428043, -111.94699 33.428043, -111.94699 33.428093, -111.94714 33.428093, -111.94714 33.427956, -111.94702 33.427956, -111.94702 33.427992))","POINT (-111.94706028052222 33.42802647812279)",,1
,60,938428744,,yes,,,,"POLYGON ((-111.951148 33.428489, -111.951148 33.428633, -111.951182 33.428633, -111.951182 33.428677, -111.951295 33.428677, -111.951295 33.42863, -111.951338 33.42863, -111.951338 33.428489, -111.951148 33.428489))","POINT (-111.95124201079092 33.42857523077043)",,1
,61,938434111,,yes,,,,"POLYGON ((-111.950193 33.425982, -111.950077 33.425982, -111.950077 33.426145, -111.950193 33.426145, -111.950193 33.425982))","POINT (-111.95013499999997 33.4260635)",,1
,62,938435848,,yes,,,,"POLYGON ((-111.953167 33.425044, -111.953167 33.425111, -111.953275 33.425111, -111.953275 33.425044, -111.953167 33.425044))","POINT (-111.953221 33.42507749999999)",,1
,63,938436471,,yes,,,,"POLYGON ((-111.945494 33.423324, -111.945376 33.423324, -111.945376 33.423533, -111.945494 33.423533, -111.945494 33.423324))","POINT (-111.945435 33.4234285)",,1
,64,958939202,,yes,,,,"POLYGON ((-111.916518 33.417517, -111.916711 33.417517, -111.916711 33.417432, -111.916652 33.417432, -111.916652 33.41739, -111.916518 33.41739, -111.916518 33.417517))","POINT (-111.91660696466664 33.41745827987564)",,1
,65,958939719,,yes,,,,"POLYGON ((-111.917145 33.418249, -111.917145 33.418149, -111.91696 33.418149, -111.91696 33.418249, -111.917145 33.418249))","POINT (-111.91705250000001 33.418199)",,1
,66,958940064,,yes,,,,"POLYGON ((-111.911462 33.417622, -111.91162 33.417622, -111.91162 33.417477, -111.911462 33.417477, -111.911462 33.417622))","POINT (-111.911541 33.41754950000001)",,1
,67,958940104,,yes,,,,"POLYGON ((-111.911164 33.416299, -111.911016 33.416299, -111.911016 33.416387, -111.91107 33.416387, -111.91107 33.416434, -111.911164 33.416434, -111.911164 33.416299))","POINT (-111.91109683900928 33.41636009752322)",,1
,68,958940613,,yes,,,,"POLYGON ((-111.916778 33.416429, -111.916992 33.416429, -111.916992 33.416319, -111.916778 33.416319, -111.916778 33.416429))","POINT (-111.91688500000002 33.416374)",,1
,69,958941051,,yes,,,,"POLYGON ((-111.911032 33.411864, -111.911193 33.411864, -111.911193 33.411775, -111.911032 33.411775, -111.911032 33.411864))","POINT (-111.9111125 33.41181949999999)",,1
,70,958941764,,yes,,,,"POLYGON ((-111.913983 33.413704, -111.913983 33.413846, -111.914096 33.413846, -111.914096 33.413704, -111.913983 33.413704))","POINT (-111.91403949999999 33.413775)",,1
,71,958941794,,yes,,,,"POLYGON ((-111.920033 33.412069, -111.920032 33.412175, -111.920168 33.412176, -111.920169 33.41214, -111.920217 33.41214, -111.920218 33.412071, -111.920033 33.412069))","POINT (-111.920118112236 33.41211934706637)",,1
,72,958942389,,yes,,,,"POLYGON ((-111.919039 33.412728, -111.919138 33.412728, -111.919138 33.41252, -111.919039 33.41252, -111.919039 33.412728))","POINT (-111.9190885 33.41262400000001)",,1
,73,958942946,,yes,,,,"POLYGON ((-111.921513 33.413653, -111.921368 33.41363, -111.921316 33.413859, -111.921461 33.413882, -111.921513 33.413653))","POINT (-111.92141450000001 33.413756)",,1
,74,958944597,,yes,,,,"POLYGON ((-111.918087 33.417566, -111.918087 33.417488, -111.917867 33.417488, -111.917867 33.417566, -111.918087 33.417566))","POINT (-111.91797700000002 33.417527)",,1
,75,958944906,,yes,,,,"POLYGON ((-111.917859 33.419015, -111.918087 33.419015, -111.918087 33.418939, -111.917859 33.418939, -111.917859 33.419015))","POINT (-111.917973 33.418977)",,1
,76,958947877,,yes,,,,"POLYGON ((-111.935958 33.413662, -111.935838 33.413662, -111.935838 33.413807, -111.935958 33.413807, -111.935958 33.413662))","POINT (-111.93589800000001 33.4137345)",,1
,77,958948125,,yes,,,,"POLYGON ((-111.936425 33.412522, -111.936248 33.412522, -111.936248 33.412679, -111.936425 33.412679, -111.936425 33.412522))","POINT (-111.93633650000001 33.4126005)",,1
,78,958948475,,yes,,,,"POLYGON ((-111.932973 33.412854, -111.932842 33.412854, -111.932842 33.412932, -111.932973 33.412932, -111.932973 33.412854))","POINT (-111.9329075 33.412893000000004)",,1
,79,958948641,,yes,,,,"POLYGON ((-111.936518 33.410625, -111.936621 33.410627, -111.936622 33.410594, -111.936692 33.410596, -111.936696 33.410449, -111.936582 33.410447, -111.936581 33.410485, -111.936522 33.410484, -111.936518 33.410625))","POINT (-111.93660746885894 33.41053674079108)",,1
,80,958950925,,yes,,,,"POLYGON ((-111.936774 33.408344, -111.936975 33.408344, -111.936975 33.408194, -111.936851 33.408194, -111.936851 33.408165, -111.936774 33.408165, -111.936774 33.408344))","POINT (-111.9368702247321 33.408262828443945)",,1
,81,958962067,,yes,,,,"POLYGON ((-111.905062 33.418809, -111.90526 33.418809, -111.90526 33.418693, -111.905062 33.418693, -111.905062 33.418809))","POINT (-111.90516099999999 33.418751)",,1
,82,958962945,,yes,,,,"POLYGON ((-111.898685 33.418145, -111.898587 33.418146, -111.898588 33.418193, -111.898537 33.418193, -111.898538 33.418292, -111.898687 33.41829, -111.898685 33.418145))","POINT (-111.89861768508891 33.41822443453434)",,1
,83,958963376,,yes,,,,"POLYGON ((-111.898989 33.41856, -111.898989 33.418677, -111.899145 33.418677, -111.899145 33.418637, -111.899201 33.418637, -111.899201 33.41856, -111.898989 33.41856))","POINT (-111.89908725669208 33.418614677982625)",,1
,84,958963666,,yes,,,,"POLYGON ((-111.9018748 33.4201382, -111.9018952 33.4199808, -111.9011962 33.4199159, -111.9011748 33.4200732, -111.9018748 33.4201382))","POINT (-111.90153525012353 33.42002704400599)",,1
,85,958963706,,yes,,,,"POLYGON ((-111.906897 33.420677, -111.906898 33.420851, -111.90719 33.420849, -111.907188 33.420675, -111.906897 33.420677))","POINT (-111.90704325138658 33.420763049733196)",,1
,86,958964379,,yes,,,,"POLYGON ((-111.921963 33.4206648, -111.9219409 33.4207337, -111.922126 33.4207762, -111.9221481 33.4207073, -111.921963 33.4206648))","POINT (-111.9220445 33.4207205)",,1
,87,958965006,,yes,,,,"POLYGON ((-111.932527 33.411821, -111.932529 33.411602, -111.932424 33.411601, -111.932424 33.411639, -111.932315 33.411639, -111.932314 33.411866, -111.93243 33.411867, -111.93243 33.411821, -111.932527 33.411821))","POINT (-111.93242033929353 33.41173345803567)",,1
,88,958965790,,yes,,,,"POLYGON ((-111.929089 33.408915, -111.928934 33.408915, -111.928934 33.409108, -111.929089 33.409108, -111.929089 33.408915))","POINT (-111.9290115 33.409011500000005)",,1
,89,958965830,,yes,,,,"POLYGON ((-111.930854 33.408304, -111.930956 33.408304, -111.930956 33.408123, -111.930854 33.408123, -111.930854 33.408304))","POINT (-111.93090499999998 33.4082135)",,1
,90,958968818,,yes,,,,"POLYGON ((-111.9315128 33.4082623, -111.931597 33.408261, -111.931597 33.40831, -111.931664 33.40831, -111.9316661 33.4081924, -111.9314784 33.408189, -111.9313795 33.4082832, -111.9314493 33.4083313, -111.9315128 33.4082623))","POINT (-111.93153878588139 33.408248143128176)",,1
,91,958969298,,yes,,,,"POLYGON ((-111.915142 33.408488, -111.914989 33.408488, -111.914989 33.408808, -111.915142 33.408808, -111.915142 33.408488))","POINT (-111.91506549999998 33.408648)",,1
,92,958970094,,yes,,,,"POLYGON ((-111.918942 33.409219, -111.918944 33.409353, -111.919756 33.409349, -111.919755 33.409214, -111.918942 33.409219))","POINT (-111.91934975043313 33.40928373327966)",,1
,93,983520264,,carport,,,,"POLYGON ((-111.9532362 33.4245348, -111.9535302 33.4245392, -111.9535313 33.4244897, -111.9532373 33.4244853, -111.9532362 33.4245348))","POINT (-111.95338374999999 33.42451225)",,1
,94,983727170,,carport,,,,"POLYGON ((-111.9135598 33.408803, -111.913519 33.4087682, -111.9133073 33.408941, -111.913348 33.4089758, -111.9135598 33.408803))","POINT (-111.91343354697962 33.40887198343292)",,1
,95,983727210,,carport,,,,"POLYGON ((-111.9151702 33.4088478, -111.9148752 33.4088462, -111.9148748 33.4088932, -111.9151698 33.4088948, -111.9151702 33.4088478))","POINT (-111.91502250000002 33.4088705)",,1
,96,983727682,,carport,,,,"POLYGON ((-111.9110835 33.4107994, -111.911084 33.410758, -111.9109176 33.4107565, -111.910917 33.410798, -111.9110835 33.4107994))","POINT (-111.91100049122123 33.41077797675341)",,1
,97,983795963,,carport,,,,"POLYGON ((-111.8990532 33.4107422, -111.8990558 33.4104091, -111.8990008 33.4104088, -111.8989982 33.4107419, -111.8990532 33.4107422))","POINT (-111.89902699999999 33.41057549999999)",,1
,98,986106433,,,,pitch,,"POLYGON ((-111.9314793 33.4164062, -111.931356 33.4164079, -111.9313519 33.4162005, -111.9314752 33.4161988, -111.9314793 33.4164062))","POINT (-111.93141560000001 33.41630335000001)",,1
,99,991005755,,carport,,,,"POLYGON ((-111.9188885 33.4199653, -111.919296 33.42001, -111.9193033 33.4199634, -111.9188958 33.4199188, -111.9188885 33.4199653))","POINT (-111.9190959716949 33.41996438300494)",,1
,100,991007095,,carport,,,,"POLYGON ((-111.9158253 33.4140917, -111.9155303 33.4140913, -111.9155302 33.4141408, -111.9158252 33.4141412, -111.9158253 33.4140917))","POINT (-111.91567775 33.41411624999999)",,1
,101,1019302177,,carport,,,,"POLYGON ((-111.9085343 33.4191217, -111.9084808 33.4191219, -111.9084812 33.4192209, -111.9085347 33.4192207, -111.9085343 33.4191217))","POINT (-111.90850775 33.41917130000001)",,1
,102,1019308466,,yes,,,,"POLYGON ((-111.9155809 33.4250631, -111.9154094 33.4250641, -111.9154098 33.4251111, -111.9155813 33.4251101, -111.9155809 33.4250631))","POINT (-111.91549535 33.4250871)",,1
,103,1019787233,,carport,,,,"POLYGON ((-111.9060768 33.4163868, -111.9060752 33.4165748, -111.9061342 33.4165752, -111.9061358 33.4163872, -111.9060768 33.4163868))","POINT (-111.9061055 33.41648099999999)",,1
,104,1083336604,,,parking_space,,,"POLYGON ((-111.9407146 33.4257459, -111.9407147 33.4257696, -111.9406623 33.4257699, -111.9406618 33.4257456, -111.9407146 33.4257459))","POINT (-111.94068824023014 33.425757735076054)",,1
,105,1083336667,,,parking_space,,,"POLYGON ((-111.9402906 33.4264428, -111.9402408 33.4264429, -111.9402406 33.4263972, -111.9402904 33.426397, -111.9402906 33.4264428))","POINT (-111.94026560907076 33.426419974939215)",,1
